Filename:	data/raw/epr/demo_epr.par	 Date: 2026-07-10   Time: 20:00

X [G]	Intensity
3335.386119	-0.003609
3336.168133	-0.005887
3336.950147	-0.013957
3337.732160	-0.010684
3338.514174	-0.008803
3339.296188	0.006796
3340.078201	0.011195
3340.860215	0.005388
3341.642229	0.005407
3342.424242	0.003848
3343.206256	0.006008
3343.988270	0.008277
3344.770283	0.001948
3345.552297	-0.001555
3346.334311	-0.007954
3347.116325	-0.007465
3347.898338	-0.007239
3348.680352	-0.007950
3349.462366	-0.008303
3350.244379	-0.011271
3351.026393	-0.014666
3351.808407	0.002044
3352.590420	0.000184
3353.372434	0.005522
3354.154448	0.012591
3354.936461	0.003557
3355.718475	0.004711
3356.500489	0.003948
3357.282502	0.005736
3358.064516	0.006200
3358.846530	-0.000530
3359.628543	-0.017425
3360.410557	-0.016115
3361.192571	-0.007791
3361.974585	-0.007427
3362.756598	-0.009351
3363.538612	-0.008690
3364.320626	-0.013180
3365.102639	-0.002564
3365.884653	0.007265
3366.666667	0.010493
3367.448680	0.001370
3368.230694	0.005234
3369.012708	0.003916
3369.794721	0.012743
3370.576735	0.007828
3371.358749	0.002458
3372.140762	0.000507
3372.922776	-0.003791
3373.704790	-0.011579
3374.486804	-0.010902
3375.268817	-0.006806
3376.050831	-0.010465
3376.832845	-0.010340
3377.614858	-0.017027
3378.396872	-0.008856
3379.178886	0.000906
3379.960899	0.010297
3380.742913	-0.003277
3381.524927	0.000295
3382.306940	0.008087
3383.088954	0.013282
3383.870968	0.008389
3384.652981	0.003140
3385.434995	-0.004375
3386.217009	-0.005098
3386.999022	-0.014094
3387.781036	-0.005097
3388.563050	-0.007142
3389.345064	-0.004085
3390.127077	-0.011022
3390.909091	-0.012572
3391.691105	0.001517
3392.473118	0.006132
3393.255132	0.008461
3394.037146	0.006166
3394.819159	0.001254
3395.601173	0.013001
3396.383187	0.011300
3397.165200	0.005850
3397.947214	0.010898
3398.729228	-0.008554
3399.511241	-0.004732
3400.293255	0.000262
3401.075269	-0.004296
3401.857283	-0.008159
3402.639296	-0.017183
3403.421310	-0.013560
3404.203324	-0.011626
3404.985337	0.001542
3405.767351	0.003178
3406.549365	0.007255
3407.331378	0.003899
3408.113392	-0.002571
3408.895406	0.006288
3409.677419	0.010476
3410.459433	0.007101
3411.241447	-0.000531
3412.023460	-0.003695
3412.805474	-0.008197
3413.587488	-0.006271
3414.369501	-0.001151
3415.151515	-0.009209
3415.933529	-0.006609
3416.715543	-0.009401
3417.497556	0.000356
3418.279570	0.007477
3419.061584	-0.000225
3419.843597	-0.002271
3420.625611	0.000479
3421.407625	0.004855
3422.189638	0.015182
3422.971652	0.015048
3423.753666	0.002078
3424.535679	-0.003090
3425.317693	-0.005892
3426.099707	-0.004770
3426.881720	0.001055
3427.663734	-0.015697
3428.445748	-0.012523
3429.227761	-0.011090
3430.009775	-0.009348
3430.791789	-0.000104
3431.573803	0.004779
3432.355816	-0.001235
3433.137830	-0.002187
3433.919844	0.000051
3434.701857	0.002282
3435.483871	0.013563
3436.265885	0.010430
3437.047898	0.010944
3437.829912	-0.003260
3438.611926	-0.009397
3439.393939	-0.000982
3440.175953	-0.001937
3440.957967	-0.003009
3441.739980	-0.007162
3442.521994	-0.015519
3443.304008	-0.005316
3444.086022	-0.005891
3444.868035	0.003586
3445.650049	0.000297
3446.432063	0.000874
3447.214076	-0.000517
3447.996090	0.011905
3448.778104	0.018639
3449.560117	0.019068
3450.342131	0.006145
3451.124145	0.003872
3451.906158	-0.006170
3452.688172	0.004526
3453.470186	-0.000095
3454.252199	-0.007221
3455.034213	-0.011086
3455.816227	-0.011656
3456.598240	-0.007928
3457.380254	0.000487
3458.162268	0.005086
3458.944282	0.004126
3459.726295	-0.004043
3460.508309	0.009541
3461.290323	0.009732
3462.072336	0.006089
3462.854350	0.010632
3463.636364	-0.004485
3464.418377	0.001296
3465.200391	0.001411
3465.982405	0.008335
3466.764418	-0.002726
3467.546432	-0.001684
3468.328446	-0.013072
3469.110459	-0.020006
3469.892473	-0.014746
3470.674487	-0.001330
3471.456500	-0.001539
3472.238514	-0.004877
3473.020528	0.004618
3473.802542	0.001293
3474.584555	0.011509
3475.366569	0.010609
3476.148583	0.002205
3476.930596	0.002856
3477.712610	0.003511
3478.494624	0.006347
3479.276637	0.005337
3480.058651	0.004580
3480.840665	0.003036
3481.622678	0.004125
3482.404692	0.022979
3483.186706	0.053353
3483.968719	0.071222
3484.750733	0.125393
3485.532747	0.173294
3486.314761	0.248701
3487.096774	0.357752
3487.878788	0.467917
3488.660802	0.579962
3489.442815	0.701080
3490.224829	0.778175
3491.006843	0.838878
3491.788856	0.847169
3492.570870	0.800779
3493.352884	0.663509
3494.134897	0.474566
3494.916911	0.241270
3495.698925	-0.012085
3496.480938	-0.257361
3497.262952	-0.484479
3498.044966	-0.675607
3498.826979	-0.794106
3499.608993	-0.845392
3500.391007	-0.825725
3501.173021	-0.763521
3501.955034	-0.672693
3502.737048	-0.567893
3503.519062	-0.462356
3504.301075	-0.343173
3505.083089	-0.256308
3505.865103	-0.175251
3506.647116	-0.119309
3507.429130	-0.087019
3508.211144	-0.067105
3508.993157	-0.036784
3509.775171	-0.018978
3510.557185	-0.017884
3511.339198	-0.010272
3512.121212	-0.010599
3512.903226	0.003698
3513.685239	0.006423
3514.467253	0.013898
3515.249267	0.008411
3516.031281	-0.001364
3516.813294	0.000535
3517.595308	-0.000495
3518.377322	-0.002588
3519.159335	0.005858
3519.941349	-0.009824
3520.723363	-0.012116
3521.505376	-0.006349
3522.287390	0.001309
3523.069404	0.001510
3523.851417	-0.001739
3524.633431	-0.011776
3525.415445	-0.011907
3526.197458	0.008111
3526.979472	0.008542
3527.761486	0.011252
3528.543500	0.011990
3529.325513	0.007422
3530.107527	0.001547
3530.889541	0.005927
3531.671554	-0.000312
3532.453568	-0.001014
3533.235582	-0.009598
3534.017595	-0.013157
3534.799609	-0.012086
3535.581623	-0.005531
3536.363636	-0.002406
3537.145650	-0.008483
3537.927664	-0.006699
3538.709677	-0.001416
3539.491691	0.003447
3540.273705	0.015515
3541.055718	0.003936
3541.837732	0.007032
3542.619746	0.003524
3543.401760	0.006149
3544.183773	0.010531
3544.965787	-0.000728
3545.747801	0.000338
3546.529814	-0.014377
3547.311828	-0.006838
3548.093842	-0.001033
3548.875855	-0.003603
3549.657869	-0.005775
3550.439883	-0.000548
3551.221896	-0.004295
3552.003910	0.002462
3552.785924	0.014113
3553.567937	0.018371
3554.349951	0.025304
3555.131965	0.045450
3555.913978	0.059959
3556.695992	0.088788
3557.478006	0.124482
3558.260020	0.163085
3559.042033	0.182995
3559.824047	0.202748
3560.606061	0.195582
3561.388074	0.172524
3562.170088	0.112980
3562.952102	0.037225
3563.734115	-0.054251
3564.516129	-0.130183
3565.298143	-0.175340
3566.080156	-0.199401
3566.862170	-0.193582
3567.644184	-0.174470
3568.426197	-0.157463
3569.208211	-0.122236
3569.990225	-0.074822
3570.772239	-0.043925
3571.554252	-0.028344
3572.336266	-0.026950
3573.118280	-0.018024
3573.900293	-0.011979
3574.682307	-0.013120
3575.464321	-0.000406
3576.246334	-0.005400
3577.028348	-0.010466
3577.810362	0.000285
3578.592375	0.004184
3579.374389	0.011530
3580.156403	0.004891
3580.938416	0.005882
3581.720430	0.004853
3582.502444	0.004367
3583.284457	0.014722
3584.066471	0.002028
3584.848485	0.001369
3585.630499	-0.005037
3586.412512	-0.006245
3587.194526	-0.007996
3587.976540	-0.005093
3588.758553	-0.003748
3589.540567	-0.007215
3590.322581	-0.008492
3591.104594	-0.003073
3591.886608	0.006057
3592.668622	0.002844
3593.450635	0.004648
3594.232649	0.007900
3595.014663	0.006085
3595.796676	-0.000992
3596.578690	0.016142
3597.360704	0.005937
3598.142717	-0.001002
3598.924731	-0.006121
3599.706745	-0.008926
3600.488759	-0.002024
3601.270772	-0.004677
3602.052786	0.000233
3602.834800	-0.003170
3603.616813	-0.009412
3604.398827	-0.003575
3605.180841	0.004696
3605.962854	0.010983
3606.744868	0.008829
3607.526882	0.000296
3608.308895	0.010298
3609.090909	0.018769
3609.872923	0.007747
3610.654936	0.000451
3611.436950	0.004249
3612.218964	-0.008372
3613.000978	-0.000117
3613.782991	-0.002938
3614.565005	0.001064
3615.347019	-0.011173
3616.129032	-0.010654
3616.911046	-0.003539
3617.693060	0.004897
3618.475073	0.009059
3619.257087	0.001708
3620.039101	0.007387
3620.821114	0.003418
3621.603128	0.011685
3622.385142	0.013392
3623.167155	0.019604
3623.949169	0.009177
3624.731183	0.002537
3625.513196	-0.010404
3626.295210	-0.001226
3627.077224	-0.003350
3627.859238	-0.008040
3628.641251	-0.009246
3629.423265	-0.011260
3630.205279	-0.000865
3630.987292	0.009840
3631.769306	0.008716
3632.551320	0.011951
3633.333333	-0.004813
3634.115347	0.004651
3634.897361	0.009407
3635.679374	0.012858
3636.461388	0.014490
3637.243402	-0.002284
3638.025415	-0.002822
3638.807429	-0.006531
3639.589443	0.003270
3640.371457	0.001467
3641.153470	-0.002331
3641.935484	-0.011615
3642.717498	-0.006625
3643.499511	0.001389
3644.281525	0.000050
3645.063539	0.012429
3645.845552	0.010687
3646.627566	0.004216
3647.409580	0.004157
3648.191593	0.009246
3648.973607	0.010124
3649.755621	0.005610
3650.537634	-0.001409
3651.319648	-0.011646
3652.101662	-0.003941
3652.883675	0.003227
3653.665689	-0.000317
3654.447703	-0.000749
3655.229717	-0.011398
3656.011730	-0.011708
3656.793744	-0.003144
3657.575758	0.010066
3658.357771	0.005856
3659.139785	-0.002866
3659.921799	0.008608
3660.703812	0.008292
3661.485826	0.008761
3662.267840	0.016190
3663.049853	0.014846
3663.831867	-0.001783
3664.613881	-0.005187
3665.395894	-0.006925
3666.177908	-0.002957
3666.959922	-0.004837
3667.741935	-0.016417
3668.523949	-0.007892
3669.305963	-0.013948
3670.087977	0.001247
3670.869990	0.006944
3671.652004	0.005519
3672.434018	-0.000114
3673.216031	0.006011
3673.998045	0.015424
3674.780059	0.012074
3675.562072	0.010714
3676.344086	0.005380
3677.126100	-0.001854
3677.908113	0.000430
3678.690127	-0.000919
3679.472141	0.008011
3680.254154	-0.011330
3681.036168	-0.008883
3681.818182	-0.009693
3682.600196	-0.012958
3683.382209	-0.002522
3684.164223	0.008146
3684.946237	0.000144
3685.728250	0.003188
3686.510264	0.011992
3687.292278	0.015146
3688.074291	0.014818
3688.856305	0.010116
3689.638319	0.003380
3690.420332	0.002830
3691.202346	-0.002985
3691.984360	0.000539
3692.766373	-0.008181
3693.548387	-0.004243
3694.330401	-0.000667
3695.112414	-0.006149
3695.894428	-0.005399
3696.676442	0.002362
3697.458456	-0.006234
3698.240469	0.000550
3699.022483	0.005567
3699.804497	-0.001498
3700.586510	0.022309
3701.368524	0.015688
3702.150538	0.010179
3702.932551	0.001757
3703.714565	-0.000345
3704.496579	-0.002234
3705.278592	0.011451
3706.060606	-0.000124
3706.842620	-0.002675
3707.624633	-0.018013
3708.406647	-0.001973
3709.188661	0.008254
3709.970674	0.006384
3710.752688	0.004208
3711.534702	0.001424
3712.316716	-0.003186
3713.098729	0.005460
3713.880743	0.019701
3714.662757	0.010165
3715.444770	0.010652
3716.226784	-0.002685
3717.008798	0.004356
3717.790811	0.002826
3718.572825	0.003315
3719.354839	-0.001447
3720.136852	-0.001199
3720.918866	-0.007924
3721.700880	-0.006720
3722.482893	0.003706
3723.264907	0.008248
3724.046921	0.006596
3724.828935	0.004746
3725.610948	-0.001245
3726.392962	0.009222
3727.174976	0.012361
3727.956989	0.015477
3728.739003	-0.002454
3729.521017	-0.000348
3730.303030	0.009748
3731.085044	0.003632
3731.867058	0.008958
3732.649071	0.000841
3733.431085	-0.002932
3734.213099	-0.014994
3734.995112	-0.000725
3735.777126	0.005509
3736.559140	-0.004440
3737.341153	-0.004060
3738.123167	0.000346
3738.905181	0.009299
3739.687195	0.012354
3740.469208	0.009474
3741.251222	0.014587
3742.033236	0.002979
3742.815249	-0.001373
3743.597263	0.004285
3744.379277	0.006981
3745.161290	0.006060
3745.943304	-0.003216
3746.725318	-0.014323
3747.507331	-0.008623
3748.289345	-0.003593
3749.071359	-0.000845
3749.853372	0.002449
3750.635386	-0.008692
3751.417400	0.008913
3752.199413	0.007143
3752.981427	0.017002
3753.763441	0.013111
3754.545455	0.009556
3755.327468	0.002696
3756.109482	0.009889
3756.891496	0.006560
3757.673509	0.015651
3758.455523	0.004775
3759.237537	-0.011858
3760.019550	-0.011969
3760.801564	-0.008712
3761.583578	0.000979
3762.365591	0.002077
3763.147605	0.002134
3763.929619	0.004957
3764.711632	0.005758
3765.493646	0.002901
3766.275660	0.015296
3767.057674	0.005561
3767.839687	0.016326
3768.621701	-0.000310
3769.403715	0.005865
3770.185728	0.003480
3770.967742	0.012134
3771.749756	-0.003601
3772.531769	-0.006682
3773.313783	-0.008515
3774.095797	-0.004749
3774.877810	0.003563
3775.659824	-0.002098
3776.441838	0.003096
3777.223851	-0.000544
3778.005865	-0.005013
3778.787879	0.013863
3779.569892	0.020686
3780.351906	0.013626
3781.133920	0.005222
3781.915934	-0.005358
3782.697947	0.013409
3783.479961	0.006051
3784.261975	0.004984
3785.043988	0.003473
3785.826002	-0.006665
3786.608016	-0.009198
3787.390029	-0.006952
3788.172043	0.000354
3788.954057	-0.001193
3789.736070	-0.002401
3790.518084	-0.001637
3791.300098	0.009385
3792.082111	0.003452
3792.864125	0.014654
3793.646139	0.006699
3794.428152	0.002028
3795.210166	0.004788
3795.992180	0.010728
3796.774194	0.009142
3797.556207	0.007108
3798.338221	-0.010219
3799.120235	-0.008759
3799.902248	-0.008510
3800.684262	0.000470
3801.466276	-0.001939
3802.248289	-0.003861
3803.030303	0.001833
3803.812317	0.000031
3804.594330	0.008146
3805.376344	0.010020
3806.158358	0.008603
3806.940371	-0.000503
3807.722385	0.008622
3808.504399	-0.000797
3809.286413	0.008983
3810.068426	0.012970
3810.850440	0.002403
3811.632454	-0.005194
3812.414467	-0.009333
3813.196481	-0.004667
3813.978495	-0.008947
3814.760508	0.010909
3815.542522	-0.007848
3816.324536	-0.007133
3817.106549	0.003754
3817.888563	0.010658
3818.670577	0.011885
3819.452590	0.006529
3820.234604	0.007361
3821.016618	0.010968
3821.798631	0.004632
3822.580645	0.020908
3823.362659	0.014122
3824.144673	0.004065
3824.926686	-0.008133
3825.708700	-0.010143
3826.490714	-0.002596
3827.272727	0.003814
3828.054741	-0.008178
3828.836755	-0.005569
3829.618768	-0.002024
3830.400782	0.003028
3831.182796	0.009566
3831.964809	0.010786
3832.746823	0.010511
3833.528837	0.008641
3834.310850	0.008658
3835.092864	0.012644
3835.874878	0.011712
3836.656891	0.004849
3837.438905	-0.004784
3838.220919	-0.007823
3839.002933	-0.006602
3839.784946	-0.000115
3840.566960	0.000698
3841.348974	0.000708
3842.130987	-0.008704
3842.913001	-0.007079
3843.695015	0.003502
3844.477028	0.004604
3845.259042	0.016216
3846.041056	0.003915
3846.823069	0.002588
3847.605083	0.005700
3848.387097	0.014724
3849.169110	0.015006
3849.951124	0.007973
3850.733138	-0.004355
3851.515152	-0.004752
3852.297165	-0.004206
3853.079179	-0.001313
3853.861193	0.002068
3854.643206	-0.005058
3855.425220	-0.009429
3856.207234	-0.000201
3856.989247	0.010106
3857.771261	0.011819
3858.553275	0.007845
3859.335288	0.006046
3860.117302	0.008304
3860.899316	0.011165
3861.681329	0.016307
3862.463343	0.014087
3863.245357	-0.004564
3864.027370	-0.003536
3864.809384	-0.008973
3865.591398	0.003201
3866.373412	-0.002902
3867.155425	0.004214
3867.937439	-0.014365
3868.719453	-0.013207
3869.501466	-0.001333
3870.283480	0.000656
3871.065494	0.011780
3871.847507	0.011607
3872.629521	0.000340
3873.411535	0.011896
3874.193548	0.006834
3874.975562	0.021324
3875.757576	0.011297
3876.539589	-0.002431
3877.321603	-0.004863
3878.103617	-0.003119
3878.885630	0.002359
3879.667644	-0.002532
3880.449658	-0.004050
3881.231672	-0.002777
3882.013685	-0.010742
3882.795699	0.002503
3883.577713	0.008479
3884.359726	0.009791
3885.141740	0.010160
3885.923754	0.009894
3886.705767	0.007948
3887.487781	0.012272
3888.269795	0.021914
3889.051808	0.007598
3889.833822	-0.004522
3890.615836	0.000006
3891.397849	0.001709
3892.179863	0.003537
3892.961877	-0.000250
3893.743891	-0.003285
3894.525904	-0.012352
3895.307918	-0.001500
3896.089932	-0.001998
3896.871945	0.007176
3897.653959	0.007086
3898.435973	-0.002356
3899.217986	0.002880
3900.000000	0.007022

